date,open,high,low,close
2016-12-26,12557.24,12564.08,12541.36,12548.49
2016-12-27,12548.49,12551.21,12512.12,12531.92
2016-12-28,12531.92,12736.3,12380.06,12707.57
2016-12-29,12707.57,12761.43,12634.5,12645.04
2016-12-30,12645.04,12662.76,12586.1,12618.2
2017-01-02,12618.2,12700.38,12573.24,12675.4
2017-01-03,12675.4,12916.33,12593.83,12818.83
2017-01-04,12818.83,12894.51,12585.49,12668.82
2017-01-05,12668.82,12687.04,12634.45,12650.8
2017-01-06,12650.8,12657.83,12570.35,12592.75
2017-01-09,12592.75,12860.63,12234.89,12306.65
2017-01-10,12306.65,12324.38,12093.08,12150.23
2017-01-11,12150.23,12209.65,12123.39,12177.57
2017-01-12,12177.57,12184.44,12173.61,12183.2
2017-01-13,12183.2,12296.51,12110.33,12254.03
2017-01-16,12254.03,12259.52,12252.04,12258.37
2017-01-17,12258.37,12345.48,12103.14,12162.76
2017-01-18,12162.76,12249.26,11882.22,12019.88
2017-01-19,12019.88,12200.83,11659.95,11852.54
2017-01-20,11852.54,11907.61,11750.92,11788.28
2017-01-23,11788.28,11950.31,11667.95,11905.68
2017-01-24,11905.68,12340.65,11647.21,12143.98
2017-01-25,12143.98,12191.14,12039.39,12085.07
2017-01-26,12085.07,12098.65,12075.29,12095.8
2017-01-27,12095.8,12145.4,11957.62,12021.04
2017-01-30,12021.04,12026.8,11985.07,11988.73
2017-01-31,11988.73,12047.09,11964.01,12015.85
2017-02-01,12015.85,12082.96,11745.53,11877.37
2017-02-02,11877.37,11957.42,11751.26,11780.64
2017-02-03,11780.64,11965.41,11764.3,11913.42
2017-02-06,11913.42,12013.69,11815.32,11997.66
2017-02-07,11997.66,12202.73,11937.97,12112.41
2017-02-08,12112.41,12136.95,12019.61,12037.18
2017-02-09,12037.18,12363.9,11913.71,12217.86
2017-02-10,12217.86,12309.14,12125.05,12297.5
2017-02-13,12297.5,12394.25,12152.78,12215.37
2017-02-14,12215.37,12440.89,12095.8,12344.93
2017-02-15,12344.93,12441.76,12308.09,12422.96
2017-02-16,12422.96,12744.34,12370.37,12574.49
2017-02-17,12574.49,12655.86,12327.01,12435.0
2017-02-20,12435.0,12735.27,12074.71,12171.01
2017-02-21,12171.01,12197.63,12126.2,12146.26
2017-02-22,12146.26,12159.57,12082.08,12114.13
2017-02-23,12114.13,12130.34,12086.14,12096.71
2017-02-24,12096.71,12182.7,12058.45,12139.15
2017-02-27,12139.15,12260.08,12073.83,12232.52
2017-02-28,12232.52,12587.92,12048.38,12395.31
2017-03-01,12395.31,12514.19,12375.4,12454.76
2017-03-02,12454.76,12510.07,12284.17,12370.51
2017-03-03,12370.51,12452.68,12339.54,12417.48
2017-03-06,12417.48,12756.43,12246.14,12654.96
2017-03-07,12654.96,12852.82,12551.93,12764.89
2017-03-08,12764.89,12839.7,12729.26,12823.51
2017-03-09,12823.51,12847.38,12791.26,12799.16
2017-03-10,12799.16,12880.61,12580.64,12684.53
2017-03-13,12684.53,12763.96,12367.08,12522.75
2017-03-14,12522.75,12636.02,12515.74,12589.0
2017-03-15,12589.0,12708.61,12433.02,12485.34
2017-03-16,12485.34,12622.59,12460.54,12579.37
2017-03-17,12579.37,12809.93,12526.34,12684.36
2017-03-20,12684.36,12712.22,12595.43,12637.41
2017-03-21,12637.41,12692.96,12617.31,12673.7
2017-03-22,12673.7,12925.66,12659.72,12808.79
2017-03-23,12808.79,13013.09,12556.5,12598.95
2017-03-24,12598.95,12913.45,12485.7,12778.97
2017-03-27,12778.97,12833.73,12651.51,12704.76
2017-03-28,12704.76,12757.77,12681.18,12735.64
2017-03-29,12735.64,12943.14,12585.96,12884.19
2017-03-30,12884.19,13031.09,12867.73,12973.32
2017-03-31,12973.32,12991.72,12937.45,12954.23
2017-04-03,12954.23,13011.7,12855.09,12894.83
2017-04-04,12894.83,12967.1,12647.51,12738.04
2017-04-05,12738.04,12742.4,12708.45,12716.0
2017-04-06,12716.0,13192.53,12471.81,12932.79
2017-04-07,12932.79,13104.28,12879.31,13027.7
2017-04-10,13027.7,13249.36,12928.43,13207.89
2017-04-11,13207.89,13389.73,13160.97,13297.74
2017-04-12,13297.74,13663.85,13157.68,13578.73
2017-04-13,13578.73,13925.08,13548.34,13814.67
2017-04-14,13814.67,13853.15,13784.11,13841.61
2017-04-17,13841.61,13943.2,13426.87,13577.88
2017-04-18,13577.88,13709.64,13526.03,13660.02
2017-04-19,13660.02,13678.43,13571.37,13585.44
2017-04-20,13585.44,13587.53,13584.25,13586.77
2017-04-21,13586.77,14111.72,13512.49,13857.07
2017-04-24,13857.07,13992.93,13589.8,13710.43
2017-04-25,13710.43,13820.2,13701.46,13761.43
2017-04-26,13761.43,13765.18,13748.19,13751.78
2017-04-27,13751.78,13779.54,13716.99,13726.47
2017-04-28,13726.47,13955.2,13589.58,13869.9
2017-05-01,13869.9,13890.01,13678.46,13752.91
2017-05-02,13752.91,13927.06,12997.98,13391.67
2017-05-03,13391.67,13544.06,13279.11,13527.25
2017-05-04,13527.25,13542.7,13526.11,13534.5
2017-05-05,13534.5,13621.68,13512.93,13590.36
2017-05-08,13590.36,13704.17,13528.03,13676.72
2017-05-09,13676.72,13760.48,13379.02,13539.48
2017-05-10,13539.48,13578.93,13317.94,13364.54
2017-05-11,13364.54,13532.38,13317.71,13489.07
2017-05-12,13489.07,13525.34,13484.17,13510.71
2017-05-15,13510.71,13764.74,13399.58,13634.86
2017-05-16,13634.86,13667.54,13631.21,13654.11
2017-05-17,13654.11,13678.33,13588.63,13614.02
2017-05-18,13614.02,13690.5,13587.73,13661.56
2017-05-19,13661.56,13840.98,13592.41,13760.36
2017-05-22,13760.36,13764.9,13758.97,13762.65
2017-05-23,13762.65,13775.24,13605.15,13682.49
2017-05-24,13682.49,13702.37,13579.03,13611.78
2017-05-25,13611.78,13692.93,13466.33,13524.76
2017-05-26,13524.76,13597.03,13487.79,13559.71
2017-05-29,13559.71,13569.64,13516.01,13532.34
2017-05-30,13532.34,13694.16,13470.43,13627.94
2017-05-31,13627.94,13629.78,13612.48,13619.46
2017-06-01,13619.46,13663.74,13519.07,13573.0
2017-06-02,13573.0,13738.13,13488.75,13697.71
2017-06-05,13697.71,13872.51,13617.32,13798.44
2017-06-06,13798.44,13870.55,13685.18,13724.68
2017-06-07,13724.68,13734.17,13718.23,13732.13
2017-06-08,13732.13,13916.93,13690.12,13825.82
2017-06-09,13825.82,13837.02,13748.67,13788.79
2017-06-12,13788.79,13825.29,13732.36,13744.26
2017-06-13,13744.26,14014.54,13501.45,13971.04
2017-06-14,13971.04,14088.45,13773.49,13851.73
2017-06-15,13851.73,13862.16,13835.53,13842.9
2017-06-16,13842.9,13932.98,13828.75,13893.0
2017-06-19,13893.0,13898.79,13869.83,13872.2
2017-06-20,13872.2,14059.89,13797.8,13981.59
2017-06-21,13981.59,14058.57,13922.94,14046.43
2017-06-22,14046.43,14094.24,14008.21,14083.04
2017-06-23,14083.04,14118.74,14074.58,14102.02
2017-06-26,14102.02,14342.57,13952.8,14250.66
2017-06-27,14250.66,14406.36,13764.18,14008.76
2017-06-28,14008.76,14040.69,13920.81,13940.64
2017-06-29,13940.64,14132.52,13882.97,14099.13
2017-06-30,14099.13,14227.61,14049.75,14201.41
2017-07-03,14201.41,14774.42,13954.37,14516.89
2017-07-04,14516.89,14551.67,14372.44,14445.58
2017-07-05,14445.58,14581.96,14427.46,14521.45
2017-07-06,14521.45,14530.5,14505.81,14510.72
2017-07-07,14510.72,14540.02,14306.2,14410.53
2017-07-10,14410.53,14457.53,14374.99,14445.35
2017-07-11,14445.35,14762.96,14332.2,14615.78
2017-07-12,14615.78,14738.37,14240.6,14334.52
2017-07-13,14334.52,14535.0,14242.7,14431.92
2017-07-14,14431.92,14491.94,14406.55,14462.43
2017-07-17,14462.43,14604.29,14407.12,14539.62
2017-07-18,14539.62,14551.82,14452.19,14484.7
2017-07-19,14484.7,14856.78,14371.31,14703.4
2017-07-20,14703.4,14739.41,14665.94,14672.74
2017-07-21,14672.74,14778.6,14428.34,14556.91
2017-07-24,14556.91,14566.81,14507.29,14532.63
2017-07-25,14532.63,14722.83,14435.49,14631.21
2017-07-26,14631.21,14638.29,14503.79,14572.2
2017-07-27,14572.2,14771.29,14294.96,14375.53
2017-07-28,14375.53,14813.93,14327.89,14588.34
2017-07-31,14588.34,14671.78,14563.02,14657.52
2017-08-01,14657.52,15071.06,14428.9,15028.86
2017-08-02,15028.86,15260.46,14959.09,15191.16
2017-08-03,15191.16,15512.13,14787.82,14841.33
2017-08-04,14841.33,15239.98,14783.14,15032.85
2017-08-07,15032.85,15453.0,14904.18,15386.85
2017-08-08,15386.85,15397.31,15377.79,15395.79
2017-08-09,15395.79,15825.44,15340.48,15640.06
2017-08-10,15640.06,16068.47,15488.97,15847.34
2017-08-11,15847.34,16022.33,15787.22,15952.17
2017-08-14,15952.17,16097.2,15683.53,15799.72
2017-08-15,15799.72,16244.59,15146.77,15388.47
2017-08-16,15388.47,15985.85,15090.64,15729.66
2017-08-17,15729.66,16115.24,15541.68,16012.93
2017-08-18,16012.93,16052.11,15901.03,15951.36
2017-08-21,15951.36,16174.4,15608.56,15756.67
2017-08-22,15756.67,15762.63,15756.08,15759.98
2017-08-23,15759.98,16267.34,15576.86,16127.68
2017-08-24,16127.68,16164.4,15924.61,15983.1
2017-08-25,15983.1,16000.25,15961.6,15968.42
2017-08-28,15968.42,16216.01,15516.51,15647.63
2017-08-29,15647.63,15655.65,15606.82,15623.17
2017-08-30,15623.17,15695.78,15495.41,15549.29
2017-08-31,15549.29,15662.13,15307.47,15379.33
2017-09-01,15379.33,15387.29,15307.06,15338.7
2017-09-04,15338.7,15507.82,15272.48,15476.73
2017-09-05,15476.73,15849.59,15278.72,15703.68
2017-09-06,15703.68,15705.59,15701.7,15702.09
2017-09-07,15702.09,15793.46,15450.63,15540.08
2017-09-08,15540.08,15908.63,14907.44,15204.54
2017-09-11,15204.54,15549.31,14467.62,14861.88
2017-09-12,14861.88,15223.04,14843.54,15042.16
2017-09-13,15042.16,15083.47,14916.59,14934.42
2017-09-14,14934.42,14978.02,14913.28,14959.13
2017-09-15,14959.13,14996.58,14865.43,14896.91
2017-09-18,14896.91,14941.63,14597.51,14705.09
2017-09-19,14705.09,14711.28,14656.05,14672.18
2017-09-20,14672.18,14693.37,14663.9,14682.1
2017-09-21,14682.1,14799.34,14509.11,14526.41
2017-09-22,14526.41,14903.12,14295.2,14735.73
2017-09-25,14735.73,15010.46,14702.03,14880.6
2017-09-26,14880.6,14979.36,14872.43,14927.79
2017-09-27,14927.79,14946.56,14667.73,14761.54
2017-09-28,14761.54,14790.67,14748.56,14781.99
2017-09-29,14781.99,14800.03,14650.53,14705.31
2017-10-02,14705.31,14732.0,14689.02,14723.38
2017-10-03,14723.38,14997.34,14639.07,14870.53
2017-10-04,14870.53,14995.65,14843.14,14938.52
2017-10-05,14938.52,15183.47,14787.92,15092.47
2017-10-06,15092.47,15189.61,14894.91,14995.79
2017-10-09,14995.79,15002.84,14968.56,14980.14
2017-10-10,14980.14,15170.12,14884.27,15106.1
2017-10-11,15106.1,15348.79,15060.59,15266.61
2017-10-12,15266.61,15544.49,15221.25,15443.2
2017-10-13,15443.2,15454.79,15394.76,15400.26
2017-10-16,15400.26,15626.0,15300.43,15524.95
2017-10-17,15524.95,15570.44,15405.79,15442.33
2017-10-18,15442.33,15465.71,15393.45,15414.66
2017-10-19,15414.66,15634.99,15117.73,15229.01
2017-10-20,15229.01,15302.43,15121.54,15143.35
2017-10-23,15143.35,15187.44,14998.14,15076.14
2017-10-24,15076.14,15079.71,15075.8,15078.48
2017-10-25,15078.48,15080.91,15068.58,15069.68
2017-10-26,15069.68,15117.43,14987.48,15018.44
2017-10-27,15018.44,15127.4,14916.25,15107.19
2017-10-30,15107.19,15125.05,15023.88,15067.08
2017-10-31,15067.08,15462.7,14991.45,15248.36
2017-11-01,15248.36,15379.82,15216.16,15309.3
2017-11-02,15309.3,15473.38,15009.81,15073.4
2017-11-03,15073.4,15190.63,14793.04,14908.08
2017-11-06,14908.08,15065.89,14865.0,15007.68
2017-11-07,15007.68,15118.04,14982.65,15087.34
2017-11-08,15087.34,15095.62,15042.26,15066.5
2017-11-09,15066.5,15114.02,14967.79,14999.89
2017-11-10,14999.89,15091.93,14720.1,14843.48
2017-11-13,14843.48,14908.94,14821.82,14883.45
2017-11-14,14883.45,15183.53,14829.34,15051.77
2017-11-15,15051.77,15511.07,15008.86,15351.06
2017-11-16,15351.06,15905.5,14874.65,15761.6
2017-11-17,15761.6,16017.07,15321.79,15529.43
2017-11-20,15529.43,15744.94,15361.43,15702.71
2017-11-21,15702.71,15727.57,15683.14,15722.8
2017-11-22,15722.8,15941.88,15695.79,15825.25
2017-11-23,15825.25,15857.98,15708.14,15771.51
2017-11-24,15771.51,16090.14,15678.0,15953.83
2017-11-27,15953.83,15955.25,15949.31,15950.42
2017-11-28,15950.42,16010.18,15802.31,15860.19
2017-11-29,15860.19,16246.66,15625.83,16082.94
2017-11-30,16082.94,16086.98,16075.17,16078.94
2017-12-01,16078.94,16166.76,16020.5,16129.67
2017-12-04,16129.67,16157.73,16086.95,16102.68
2017-12-05,16102.68,16122.83,16062.02,16083.15
2017-12-06,16083.15,16262.59,15970.93,16183.44
2017-12-07,16183.44,16240.45,15418.29,15712.44
2017-12-08,15712.44,16050.06,15667.49,15893.78
2017-12-11,15893.78,16115.85,15816.94,16049.15
2017-12-12,16049.15,16080.92,15842.94,15953.38
2017-12-13,15953.38,16111.37,15782.88,16095.75
2017-12-14,16095.75,16321.09,16077.43,16253.99
2017-12-15,16253.99,16422.73,16164.16,16342.26
2017-12-18,16342.26,16435.07,16147.81,16242.33
2017-12-19,16242.33,16379.21,16171.6,16317.36
2017-12-20,16317.36,16391.89,16277.75,16379.6
2017-12-21,16379.6,16593.21,16280.8,16559.8
2017-12-22,16559.8,16611.48,16429.23,16452.96
2017-12-25,16452.96,16471.59,16412.59,16434.12
2017-12-26,16434.12,16490.64,15928.56,16127.85
2017-12-27,16127.85,16205.3,16093.41,16167.09
2017-12-28,16167.09,16257.79,15807.7,15912.04
2017-12-29,15912.04,16026.75,15664.62,15795.45
2018-01-01,15795.45,15992.79,15710.73,15931.21
2018-01-02,15931.21,15940.31,15884.11,15905.11
2018-01-03,15905.11,15926.47,15893.48,15919.41
2018-01-04,15919.41,15979.85,15866.69,15968.34
2018-01-05,15968.34,16323.73,15115.15,15490.97
2018-01-08,15490.97,15530.02,15462.78,15524.1
2018-01-09,15524.1,15784.63,15396.17,15654.05
2018-01-10,15654.05,15758.59,15407.06,15506.35
2018-01-11,15506.35,15565.92,15478.82,15548.94
2018-01-12,15548.94,15571.81,15479.85,15493.55
2018-01-15,15493.55,15546.04,15411.17,15436.71
2018-01-16,15436.71,15454.82,15425.8,15453.17
2018-01-17,15453.17,15489.46,15414.0,15417.7
2018-01-18,15417.7,15440.67,15402.38,15434.45
2018-01-19,15434.45,15469.73,15335.09,15363.35
2018-01-22,15363.35,15396.89,15316.16,15330.68
2018-01-23,15330.68,15375.12,15299.66,15358.86
2018-01-24,15358.86,15390.39,15334.7,15379.67
2018-01-25,15379.67,15426.61,15364.63,15408.24
2018-01-26,15408.24,15458.27,15290.43,15345.38
2018-01-29,15345.38,15569.65,15248.2,15449.09
2018-01-30,15449.09,15735.94,15332.41,15582.77
2018-01-31,15582.77,15647.44,15460.92,15515.39
2018-02-01,15515.39,15520.64,15464.04,15481.06
2018-02-02,15481.06,15481.15,15481.03,15481.12
2018-02-05,15481.12,15567.76,15448.18,15546.27
2018-02-06,15546.27,15598.49,15460.11,15490.98
2018-02-07,15490.98,15507.07,15458.36,15474.95
2018-02-08,15474.95,15584.11,15402.96,15542.35
2018-02-09,15542.35,15584.14,15313.68,15418.45
2018-02-12,15418.45,15460.42,15113.78,15250.75
2018-02-13,15250.75,15417.74,15211.71,15338.07
2018-02-14,15338.07,15451.02,15169.61,15210.36
2018-02-15,15210.36,15574.02,15137.58,15385.26
2018-02-16,15385.26,15398.31,15287.55,15326.67
2018-02-19,15326.67,15333.55,15291.4,15309.2
2018-02-20,15309.2,15324.93,15271.36,15284.7
2018-02-21,15284.7,15357.47,15098.03,15178.31
2018-02-22,15178.31,15180.69,15174.89,15176.27
2018-02-23,15176.27,15199.87,15135.97,15148.34
2018-02-26,15148.34,15275.28,15059.31,15224.2
2018-02-27,15224.2,15318.96,15215.12,15300.73
2018-02-28,15300.73,15389.54,15272.47,15372.8
2018-03-01,15372.8,15444.08,15345.88,15436.49
2018-03-02,15436.49,15452.81,15430.88,15447.49
2018-03-05,15447.49,15631.99,15375.5,15614.99
2018-03-06,15614.99,15651.58,15612.72,15633.0
2018-03-07,15633.0,15644.63,15627.65,15638.57
2018-03-08,15638.57,15653.78,15598.03,15610.28
2018-03-09,15610.28,15859.31,15535.7,15822.72
2018-03-12,15822.72,15833.36,15804.01,15811.18
2018-03-13,15811.18,15848.92,15314.43,15580.51
2018-03-14,15580.51,15593.57,15579.41,15586.56
2018-03-15,15586.56,15639.86,15574.22,15622.04
2018-03-16,15622.04,15660.98,15524.8,15572.41
2018-03-19,15572.41,15602.9,15520.16,15531.0
2018-03-20,15531.0,15642.08,15469.78,15603.74
2018-03-21,15603.74,15829.97,15525.44,15766.98
2018-03-22,15766.98,15785.52,15704.49,15736.93
2018-03-23,15736.93,15866.92,15725.27,15806.12
2018-03-26,15806.12,15834.77,15557.06,15690.48
2018-03-27,15690.48,16192.26,15581.31,15988.69
2018-03-28,15988.69,16337.21,15870.3,16283.08
2018-03-29,16283.08,16291.54,16280.51,16287.34
2018-03-30,16287.34,16334.93,15875.75,15966.37
2018-04-02,15966.37,16321.82,15892.57,16189.91
2018-04-03,16189.91,16258.51,16111.83,16130.6
2018-04-04,16130.6,16320.94,16024.71,16219.27
2018-04-05,16219.27,16352.86,15816.03,15989.23
2018-04-06,15989.23,16071.51,15934.54,16058.94
2018-04-09,16058.94,16184.13,16040.95,16123.71
2018-04-10,16123.71,16133.46,16118.36,16129.71
2018-04-11,16129.71,16327.17,16099.66,16237.42
2018-04-12,16237.42,16371.45,15875.44,16051.67
2018-04-13,16051.67,16056.29,15988.95,16009.66
2018-04-16,16009.66,16016.22,16008.57,16012.76
2018-04-17,16012.76,16093.09,15652.94,15835.76
2018-04-18,15835.76,16005.63,15817.45,15925.08
2018-04-19,15925.08,15962.45,15816.44,15865.67
2018-04-20,15865.67,15867.12,15856.78,15859.4
2018-04-23,15859.4,16099.26,15843.06,15968.8
2018-04-24,15968.8,15990.21,15934.32,15945.94
2018-04-25,15945.94,16382.6,15708.81,16152.87
2018-04-26,16152.87,16214.63,16027.38,16068.81
2018-04-27,16068.81,16137.83,15925.65,15973.01
2018-04-30,15973.01,16185.95,15930.43,16089.87
2018-05-01,16089.87,16096.96,16089.11,16095.15
2018-05-02,16095.15,16113.99,15920.68,15960.19
2018-05-03,15960.19,16023.5,15864.02,15904.91
2018-05-04,15904.91,16065.19,15830.05,16006.33
2018-05-07,16006.33,16339.51,15891.0,16242.51
2018-05-08,16242.51,16281.06,16221.39,16261.01
2018-05-09,16261.01,16284.42,16221.34,16236.58
2018-05-10,16236.58,16463.79,16191.74,16374.51
2018-05-11,16374.51,16458.76,16004.58,16193.22
2018-05-14,16193.22,16267.89,16183.19,16249.45
2018-05-15,16249.45,16624.02,15486.92,15871.85
2018-05-16,15871.85,15918.15,15844.59,15903.44
2018-05-17,15903.44,16030.8,15796.52,16003.98
2018-05-18,16003.98,16300.2,15932.12,16178.95
2018-05-21,16178.95,16195.84,16042.66,16108.77
2018-05-22,16108.77,16109.63,16095.37,16100.17
2018-05-23,16100.17,16211.0,15972.46,16005.48
2018-05-24,16005.48,16017.13,16001.96,16013.6
2018-05-25,16013.6,16207.35,15909.12,16114.72
2018-05-28,16114.72,16207.02,15880.55,15951.33
2018-05-29,15951.33,16300.3,15898.98,16125.95
2018-05-30,16125.95,16196.65,15834.78,15986.77
2018-05-31,15986.77,16075.11,15771.49,15868.95
2018-06-01,15868.95,16186.5,15681.85,16136.63
2018-06-04,16136.63,16293.89,15850.86,15972.6
2018-06-05,15972.6,16180.81,15958.38,16069.56
2018-06-06,16069.56,16243.86,15961.29,16191.77
2018-06-07,16191.77,16467.84,15833.65,15896.48
2018-06-08,15896.48,16465.09,15471.32,16273.99
2018-06-11,16273.99,17488.34,15750.3,16878.07
2018-06-12,16878.07,16954.12,16750.71,16809.74
2018-06-13,16809.74,17492.07,16433.81,17168.51
2018-06-14,17168.51,17391.24,17087.21,17337.91
2018-06-15,17337.91,17399.79,17050.87,17206.02
2018-06-18,17206.02,17371.88,17143.31,17293.33
2018-06-19,17293.33,17632.13,17191.16,17451.51
2018-06-20,17451.51,17675.46,17008.67,17219.4
2018-06-21,17219.4,17263.02,17125.31,17135.97
2018-06-22,17135.97,17412.19,16505.23,16820.42
2018-06-25,16820.42,16873.3,16657.21,16744.99
2018-06-26,16744.99,16746.71,16741.04,16743.06
2018-06-27,16743.06,16783.48,16473.74,16607.04
2018-06-28,16607.04,16712.94,15719.73,16174.59
2018-06-29,16174.59,16441.56,16082.16,16384.31
2018-07-02,16384.31,16629.15,16254.39,16517.38
2018-07-03,16517.38,16547.8,16372.6,16436.38
2018-07-04,16436.38,16930.68,16409.65,16672.13
2018-07-05,16672.13,16762.23,16664.44,16721.06
2018-07-06,16721.06,16878.44,16185.66,16361.31
2018-07-09,16361.31,16498.56,16325.33,16438.27
2018-07-10,16438.27,16460.59,16188.26,16310.86
2018-07-11,16310.86,16730.82,16139.81,16607.79
2018-07-12,16607.79,16644.43,16266.48,16381.95
2018-07-13,16381.95,16894.57,16188.81,16621.62
2018-07-16,16621.62,16911.18,16498.63,16841.17
2018-07-17,16841.17,17398.49,16779.96,17130.53
2018-07-18,17130.53,17246.46,16691.49,16928.99
2018-07-19,16928.99,16963.46,16598.5,16731.16
2018-07-20,16731.16,16776.38,16638.15,16681.56
2018-07-23,16681.56,16787.97,16402.58,16493.21
2018-07-24,16493.21,16590.8,16004.64,16193.72
2018-07-25,16193.72,16244.94,16010.24,16064.16
2018-07-26,16064.16,16170.55,16053.03,16124.47
2018-07-27,16124.47,16127.64,16087.34,16107.17
2018-07-30,16107.17,16383.86,15456.05,15742.61
2018-07-31,15742.61,15909.17,15457.12,15537.83
2018-08-01,15537.83,16264.11,15239.55,15924.7
2018-08-02,15924.7,16233.75,14951.92,15228.97
2018-08-03,15228.97,16276.38,15123.07,15718.09
2018-08-06,15718.09,15837.94,15610.61,15812.44
2018-08-07,15812.44,16142.98,15625.95,16062.3
2018-08-08,16062.3,16315.4,15947.59,16197.55
2018-08-09,16197.55,16335.97,15940.16,16010.82
2018-08-10,16010.82,16058.68,15837.69,15930.42
2018-08-13,15930.42,16677.13,15450.82,16501.56
2018-08-14,16501.56,16796.06,16197.69,16250.86
2018-08-15,16250.86,16265.04,16115.7,16180.58
2018-08-16,16180.58,16352.43,15935.49,16025.21
2018-08-17,16025.21,16294.9,15691.04,15724.15
2018-08-20,15724.15,16427.05,14057.41,14784.94
2018-08-21,14784.94,15422.88,13920.01,14064.48
2018-08-22,14064.48,14447.43,13755.26,14354.77
2018-08-23,14354.77,14531.44,13745.44,13910.75
2018-08-24,13910.75,13975.72,13293.06,13525.86
2018-08-27,13525.86,14032.91,13473.71,13801.4
2018-08-28,13801.4,15239.88,13116.32,14471.51
2018-08-29,14471.51,14901.9,14330.07,14673.95
2018-08-30,14673.95,14885.91,14548.98,14834.49
2018-08-31,14834.49,15303.3,14785.38,15114.61
2018-09-03,15114.61,15553.34,14790.89,15405.5
2018-09-04,15405.5,15899.18,15226.78,15759.2
2018-09-05,15759.2,17361.84,15118.8,16527.9
2018-09-06,16527.9,16568.77,16457.15,16476.38
2018-09-07,16476.38,17421.14,16189.14,16979.98
2018-09-10,16979.98,18475.45,16860.33,17682.11
2018-09-11,17682.11,17928.47,17334.38,17437.51
2018-09-12,17437.51,17484.44,17257.58,17328.65
2018-09-13,17328.65,17340.57,17322.09,17338.91
2018-09-14,17338.91,17457.9,17137.91,17193.91
2018-09-17,17193.91,17859.98,17049.51,17716.14
2018-09-18,17716.14,18328.01,17454.39,18022.76
2018-09-19,18022.76,18205.5,17960.2,18172.36
2018-09-20,18172.36,18417.06,17552.23,17805.23
2018-09-21,17805.23,17936.86,17407.29,17538.0
2018-09-24,17538.0,17818.99,17322.13,17733.33
2018-09-25,17733.33,18207.41,17631.94,17954.03
2018-09-26,17954.03,18077.39,17892.56,18011.8
2018-09-27,18011.8,18176.2,16828.4,17239.35
2018-09-28,17239.35,17352.64,17149.22,17325.61
2018-10-01,17325.61,19281.7,16242.19,18386.03
2018-10-02,18386.03,18674.25,18245.56,18568.09
2018-10-03,18568.09,18891.29,18355.13,18821.3
2018-10-04,18821.3,19142.32,18766.88,19058.64
2018-10-05,19058.64,19149.27,18704.19,18737.05
2018-10-08,18737.05,19393.27,18627.78,19130.84
2018-10-09,19130.84,19583.9,19084.83,19510.95
2018-10-10,19510.95,19564.41,19177.99,19263.32
2018-10-11,19263.32,19569.34,18456.94,18807.36
2018-10-12,18807.36,18974.69,17751.05,18317.38
2018-10-15,18317.38,18456.97,18010.1,18137.96
2018-10-16,18137.96,18518.9,17115.12,17589.83
2018-10-17,17589.83,18143.75,16771.45,16954.87
2018-10-18,16954.87,17873.21,15396.57,16086.52
2018-10-19,16086.52,16129.03,16080.8,16111.74
2018-10-22,16111.74,16240.79,15767.24,15837.7
2018-10-23,15837.7,16032.49,15803.5,15942.35
2018-10-24,15942.35,16336.64,15746.34,16239.98
2018-10-25,16239.98,16269.08,16181.92,16188.14
2018-10-26,16188.14,17751.55,15439.72,17060.93
2018-10-29,17060.93,17194.9,16667.83,16707.1
2018-10-30,16707.1,16947.11,16587.85,16825.94
2018-10-31,16825.94,18077.1,16434.97,17442.98
2018-11-01,17442.98,18095.41,17319.65,17851.66
2018-11-02,17851.66,18056.23,17444.52,17655.05
2018-11-05,17655.05,17789.87,17147.15,17399.04
2018-11-06,17399.04,17407.39,17397.75,17403.03
2018-11-07,17403.03,18098.84,17347.36,17724.44
2018-11-08,17724.44,18350.49,16814.78,16954.53
2018-11-09,16954.53,17636.3,16437.03,17386.9
2018-11-12,17386.9,17490.55,17176.21,17241.93
2018-11-13,17241.93,17340.43,17014.76,17048.69
2018-11-14,17048.69,17241.21,16436.52,16668.62
2018-11-15,16668.62,17277.74,16633.23,16992.68
2018-11-16,16992.68,17607.16,16612.89,17451.44
2018-11-19,17451.44,17494.92,17365.34,17407.29
2018-11-20,17407.29,17447.9,17403.16,17431.13
2018-11-21,17431.13,17794.87,17259.13,17616.7
2018-11-22,17616.7,18197.18,17420.65,17909.38
2018-11-23,17909.38,18072.43,17825.55,18000.85
2018-11-26,18000.85,18046.66,17790.93,17841.15
2018-11-27,17841.15,17985.79,17776.75,17910.06
2018-11-28,17910.06,18089.25,17826.46,18012.05
2018-11-29,18012.05,18099.28,17998.84,18060.63
2018-11-30,18060.63,18381.4,17884.94,18258.48
2018-12-03,18258.48,18329.39,18040.95,18099.19
2018-12-04,18099.19,18139.21,17912.73,17980.22
2018-12-05,17980.22,17998.36,17977.66,17994.1
2018-12-06,17994.1,18347.46,17895.42,18183.49
2018-12-07,18183.49,18406.92,18138.36,18296.57
2018-12-10,18296.57,18703.13,18211.29,18514.96
2018-12-11,18514.96,18582.14,18496.68,18561.07
2018-12-12,18561.07,18723.64,18453.84,18685.16
2018-12-13,18685.16,18833.2,18597.03,18791.58
2018-12-14,18791.58,19061.94,18260.92,18520.26
2018-12-17,18520.26,18546.06,18275.75,18389.42
2018-12-18,18389.42,18583.24,18315.31,18518.19
2018-12-19,18518.19,18612.29,18449.56,18600.53
